id,value,category
333,-1.683362037245348,B
334,0.32072048190282915,A
335,1.0340216732764842,C
336,-0.5012682633057552,C
337,-0.6562313364255883,B
338,-0.8231017381799645,C
339,-0.6638165525223899,B
340,-0.479507672311574,C
341,1.2570792092027334,B
342,-0.5673070264541334,C
343,-1.1546397487118505,A
344,0.7699334344940277,A
345,-0.8758434392135226,C
346,0.3942444514674001,C
347,0.24941368902938704,B
348,-0.8756990116791572,A
349,1.094708240360826,C
350,0.6125920964375793,B
351,0.3329781765367119,C
352,-0.4251359470897062,C
353,-0.20355449690496158,A
354,-0.5815661858975671,A
355,-0.2633535268663969,B
356,-0.5495198651472779,A
357,-0.36461950405854704,B
358,-0.799035330570341,C
359,0.7807154943925054,C
360,-1.2715736061884337,B
361,-0.46294197348315463,B
362,0.3059162009877336,A
363,-0.4023401605437239,C
364,1.2822946654116494,A
365,0.24926996757909328,B
366,0.6124489674571506,C
367,0.6554228897721996,A
368,-0.6008784103587672,A
369,0.6384185699461015,C
370,-1.070438911088825,A
371,1.740236208345509,A
372,0.3735799465403366,A
373,0.48937953691755376,C
374,0.8472809050269718,A
375,-0.49030991834253834,B
376,1.612118903093862,C
377,-0.8760019282234384,B
378,0.6917059131177828,B
379,-1.2410555108627732,A
380,0.006140148608239789,A
381,0.2342360667994942,A
382,0.6825721650548995,B
383,1.8086835686378178,B
384,-1.7454795359985973,A
385,0.27595015383781,B
386,0.4844471594515129,B
387,-0.2498442112682441,C
388,1.1831489159391935,B
389,-0.1508409896975235,C
390,-0.11537049090879697,C
391,0.03483509673866049,C
392,-1.2709029058679095,C
393,0.7367488870082324,A
394,-0.3191806422033317,C
395,-0.48043325978358603,A
396,-0.5475483433353713,B
397,0.8436821164845878,A
398,-1.1640504904048237,C
399,-0.31524051578138657,C
400,0.3222671983604934,B
401,1.1668798471743718,C
402,0.06729590526326937,A
403,0.6720232264802064,A
404,-0.050476948795439916,B
405,-1.1669490599730328,C
406,0.6124713853278062,A
407,0.5619827123700516,C
408,-0.2064490235370157,C
409,-0.7495985105412333,B
410,-1.9551101424230077,B
411,-0.1262316485495039,B
412,-0.25920692012565455,A
413,-0.8808636703159818,C
414,-1.151142405957167,B
415,-1.2327686751468134,C
416,1.1506507544328846,B
417,0.11857188004707307,B
418,0.2951638475980757,A
419,-1.2041877880384904,B
420,1.2326294649932712,A
421,-0.6914206777332083,A
422,0.8197744212932659,A
423,0.8657115459343058,C
424,1.3402118786028288,C
425,-1.9142781594808698,B
426,0.1277715185753757,A
427,0.7756066110388994,A
428,-0.17449342593265194,B
429,-0.49554838487469055,C
430,0.033865310418251734,A
431,-1.8013944185458843,B
432,0.47214773814172156,C
433,-0.9606631528748003,C
434,-0.21550473386045582,C
435,-0.38264528827276006,B
436,-1.3864617018778056,C
437,1.1080700355656574,C
438,0.07089550983767134,A
439,-0.3894303008079797,C
440,0.9612935458308499,A
441,-1.7000447189555807,A
442,-0.6684251746384712,A
443,-0.30036867774807985,C
444,0.5189761677893041,A
445,-0.025193042539412507,C
446,-1.4096913975122456,C
447,-0.02414393800472501,A
448,-1.1023429690423914,C
449,-0.35545082382450716,B
450,1.022166358389,C
451,0.06745106074989514,A
452,-0.8340286740865627,A
453,0.43036323230362744,A
454,1.4037984089164746,A
455,-0.24215713256010926,C
456,-0.8318933997299796,A
457,0.9677608029756104,B
458,-1.4910994745663182,A
459,0.3288598843671846,C
460,0.4095690647511891,A
461,-1.0089442550369865,B
462,-0.05933834920836681,A
463,-0.766256302585077,B
464,0.44913931348996156,A
465,0.47631487125829447,A
466,-0.8922687775234197,C
467,0.3397407681579458,B
468,0.4677237511885974,C
469,-0.3598197724192547,A
470,-0.02059953626942989,B
471,0.7066457605253951,C
472,-0.09985801440023061,A
473,0.21580691824535733,C
474,0.23915117172481173,C
475,0.16351072580659654,C
476,-0.43541463929735397,B
477,-0.3461543306125028,B
478,-1.430596123761209,C
479,0.6506332843990718,A
480,-1.5392599848400412,B
481,1.8512618196517505,B
482,1.301061401860827,C
483,1.3054583525872077,A
484,1.717541019515049,C
485,-0.21448896669737802,C
486,-1.1551962401164202,C
487,-0.72358605269414,A
488,-0.2353184294590565,C
489,0.037773963038736376,C
490,-0.15311407861208062,C
491,-0.7697896934322225,C
492,0.5040498582164782,A
493,-0.77990855279872,B
494,-0.8524952341789379,A
495,1.1011091200321486,A
496,0.6421432978754866,C
497,1.8776037051826981,A
498,-0.30987498555910353,C
499,-0.3155793135919412,C
500,1.192320253107067,B
501,-0.3521124762860609,A
502,0.3438458368591177,A
503,0.10318976977188508,B
504,-0.6677860401667878,B
505,-1.3747558617659488,B
506,-1.4582759068519575,B
507,0.2956750133434812,C
508,0.29140086284069266,B
509,0.5094228866133386,C
510,1.168234730527374,A
511,-0.8824684810318921,B
512,-0.6372518177756226,B
513,-0.23993390429703843,B
514,-0.03706767795985321,B
515,1.607408143179397,A
516,-1.1374279100114086,C
517,0.42336895021681853,C
518,-0.314717082280925,A
519,1.2518005127318963,C
520,-0.5702216741708438,C
521,-0.7889543123789355,A
522,-0.4655426619017291,A
523,-1.2570582720641328,C
524,0.48272257190329526,B
525,0.7492877242492728,B
526,-0.4703334428985412,A
527,-0.5669242615428716,B
528,-0.13130865589499024,B
529,-1.2122943029133273,A
530,-1.2209443892776708,A
531,-0.31823472398330166,B
532,0.21403339777542307,B
533,-0.1416947416412678,B
534,-0.02537975597651087,C
535,0.1726512153399939,B
536,-0.7570384947860203,A
537,-0.4720759194474975,A
538,0.40625508319630754,A
539,-1.4765978446056216,C
540,-0.26056048369054263,C
541,-0.3285950273052661,B
542,0.2755158541496998,A
543,2.77680641460664,C
544,0.2628526613262306,A
545,0.6136711417239114,A
546,0.1286527804776693,A
547,1.38444178007261,B
548,0.8944180055792185,A
549,-1.072778970659735,C
550,0.6291651061863776,B
551,0.3742363389382794,B
552,1.7421147793646692,B
553,0.18743019500973282,A
554,-1.7596762515034379,B
555,-1.08987030129706,A
556,-0.16205354228439006,B
557,1.6164849322373949,B
558,-0.10510788698496126,C
559,-0.48889611181056647,B
560,-0.41697084688754976,B
561,0.6326593796056775,C
562,-0.3670975819019894,A
563,-0.6166979015916286,B
564,0.8989730429652488,C
565,-0.15721001382460353,C
566,-0.3303259700327396,C
567,-0.20115617480177814,A
568,-0.805169874384486,C
569,0.3357314666132333,C
570,-1.0096524712369153,A
571,0.28544599600829285,B
572,1.7154506737252153,A
573,0.9839738271534205,B
574,0.5029673967682836,A
575,0.3167734037528445,A
576,-0.4706154695779598,A
577,-0.9677762335478092,A
578,-0.8766045034351793,A
579,-0.8489239461650196,A
580,0.3164941821591738,A
581,0.3552175024278527,B
582,1.3193651224422032,A
583,0.37337460389644683,A
584,-1.277404799527592,C
585,-0.9097762357292632,A
586,0.8222034088118946,C
587,1.8428807379359313,A
588,-0.41959273531205976,C
589,0.9441034995287678,C
590,0.5253302383511046,A
591,0.6703883673582349,C
592,0.26634329733303763,C
593,1.9649033143374208,B
594,-1.0002228731843323,B
595,-0.17793245390974172,B
596,-0.45234979712774964,C
597,0.288858392028172,A
598,-0.8060835136757991,B
599,-0.3625379067902507,A
600,-0.8751842384996319,C
601,0.8998451370546715,A
602,0.21776734217965113,B
603,0.6760579289528243,B
604,0.010623068198560614,B
605,0.1354992883757025,B
606,-0.08412622025693237,A
607,1.0660618762334766,C
608,-1.2498400213203051,A
609,-1.2573425330195875,B
610,-1.7157701631408875,B
611,-3.6301710380442898,B
612,2.0924349658882617,A
613,-0.08381644361406025,C
614,1.2808264336943482,B
615,0.034535419713021744,A
616,-0.9209884994431796,B
617,-1.2320806126666848,C
618,1.2093030593614902,A
619,0.015180504205722332,C
620,-0.9956171496461154,B
621,0.6781385608320808,A
622,-1.2677558642738262,A
623,0.4040661413438759,A
624,-1.345548094524666,A
625,1.087516107532912,B
626,-1.470363789937753,C
627,0.528422832276407,C
628,0.7681222712557056,A
629,-0.9846475679344306,A
630,-0.9681644151528063,B
631,-0.6862074204167277,B
632,0.8500912695171853,A
633,-0.9117118646727791,C
634,-0.17121650283297996,C
635,1.069084009105544,A
636,-2.0038875361092496,A
637,0.306616004373592,C
638,0.5444358178401943,A
639,0.44686524416044754,B
640,-0.5395816852549045,A
641,0.2068407521890021,C
642,1.8166740191070299,B
643,0.6163179154629544,B
644,0.051156346992817424,A
645,-0.09658039390024534,B
646,0.985852758948386,B
647,-2.3320178699282352,C
648,-1.1685404451939676,B
649,1.4550979795940246,B
650,-0.45296083346260885,C
651,-0.0361780278551139,A
652,-0.43549666858653585,C
653,0.6012366012782473,C
654,0.603041139761722,C
655,1.1289917037385049,A
656,1.3899613245225524,B
657,-1.127406044981447,C
658,-0.695504315077485,B
659,1.1610279996615998,C
660,0.19678612532525422,A
661,-0.6506945940240967,A
662,0.8003627940866664,B
663,-0.1870372689259074,B
664,-1.099449492871197,A
665,1.4909038265087382,C
666,0.243077893900117,B
667,0.5744684196839159,A
668,-0.2599260327696011,B
669,-0.12496011305382418,C
670,-1.005334091146629,C
671,0.2869296478057682,A
672,-0.7098610027282302,B
673,0.673918897173507,C
674,1.9347832528307887,C
675,-0.2905377002942541,C
676,1.5041146930142442,B
677,0.7738969839266262,C
678,-0.003352417581308539,A
679,1.8665819904200673,C
680,0.7505159510977802,A
681,1.1394918138090067,B
682,-1.470258896469209,C
683,0.36660514085875245,B
684,-0.6441772836208777,C
685,-1.480389456794109,C
686,0.7174330750496588,B
687,0.5494793849380668,C
688,1.3300831718462993,A
689,0.6406940091644431,B
690,-0.08608368812149766,A
691,0.14830758513829123,B
692,-0.08371250073324207,B
693,0.4934084019468644,C
694,1.3853381278723196,C
695,-2.329279765840483,B
696,-1.3606518445920697,B
697,-1.0263833316473179,C
698,1.6502136889966028,B
699,0.25106855815863127,B
700,-0.5098197749104559,B
701,-0.04580246497088205,B
702,-0.23594770976080798,C
703,-0.9915809694959822,B
704,-1.2824325125982214,B
705,-1.0434019189332782,C
706,1.1961124853459377,C
707,-0.42529744365682176,B
708,-0.5968407439974394,A
709,0.9374902188994749,A
710,0.6444342351268109,C
711,2.3643827470845875,B
712,0.05390716058949828,C
713,0.153348822232789,A
714,-1.1199314207989117,B
715,-1.148057042689771,B
716,1.5237767715121857,A
717,0.5401376125470795,C
718,-1.2165255785558273,B
719,-1.6113162887279124,C
720,0.4339800974024539,A
721,-0.637816592635052,A
722,-0.5056687990328714,A
723,0.3459373460327081,A
724,1.9600103116812355,B
725,0.1695752165895386,C
726,-0.3518105124313454,A
727,0.18820542707210738,C
728,1.18377617552998,B
729,0.42304689521741157,A
730,0.41689536104704145,C
731,-0.49970513091583474,C
732,-2.524953604422205,A
733,-0.14870267385666364,A
734,-0.2360647920463496,A
735,-0.3713169560531519,A
736,0.6534341388331456,A
737,-1.395190261111334,B
738,1.6085213277323673,C
739,-0.24367518203828714,A
740,0.41421371493929554,B
741,-1.2775659970789368,A
742,-0.772546787120326,B
743,-1.2681173134662205,A
744,-0.39086037112175925,B
745,-0.3868472043049474,A
746,-0.13606317285517588,B
747,1.6981398550094837,A
748,-0.23991985663621804,A
749,-0.35440920311432766,B
750,1.42300415762972,C
751,0.14870830560137674,C
752,0.4266873606165888,A
753,-1.124911138107403,B
754,-0.35946775500077655,C
755,-0.44081628437499026,C
756,0.8253487089405254,C
757,-0.5487610673011974,C
758,-1.7568564923032357,A
759,-0.7286038674874967,A
760,-0.029993699729061324,A
761,-0.018808999513594077,A
762,-0.6431806017816594,B
763,-1.4627868113522138,B
764,0.329391074900625,A
765,-0.7710331604849326,C
766,0.10080265090973653,C
767,1.4742806274969948,A
768,-1.5004187219031992,A
769,0.6518864888967666,B
770,1.0672434486019557,C
771,-0.9075729842092624,A
772,0.034029937013799076,A
773,1.3677235163727042,B
774,-0.05335551804931449,A
775,-0.16826426575561176,B
776,-0.5004028877811119,B
777,0.7425280776038796,C
778,0.23195957969102085,B
779,0.7831518364805984,A
780,0.6432973688870027,B
781,0.47602506336770706,A
782,-0.005716502619973431,A
783,-0.07074030286046809,B
784,-0.9792446829695509,C
785,0.7656033095170179,B
786,2.1339327886169444,B
787,1.5391733859516312,B
788,1.1272350058207645,A
789,0.43840201434701764,C
790,0.1284287466734614,B
791,-2.256579393197848,B
792,0.7928440598671511,C
793,-1.7324989716994261,C
794,0.22411421636558948,A
795,-0.4782031625069588,A
796,1.375158069511285,B
797,0.3744408714776805,C
798,0.19352667373757823,A
799,0.7994399738336089,A
800,-0.10373640479259122,C
801,-0.38175949604679593,B
802,1.2625997352785754,A
803,-0.4280615399622431,A
804,1.3328271793080693,A
805,0.48665352214921165,C
806,0.3868857744173191,A
807,1.3786717937044808,A
808,-0.08264189429181677,A
809,1.1066710434512685,A
810,-0.214880353792615,A
811,1.965635987516638,B
812,-0.09637089024131333,A
813,1.293028650947757,B
814,-1.0761355991954602,C
815,0.11382311629705688,C
816,-1.0569430911353832,B
817,-1.0581344828012493,A
818,-0.019063031795448434,B
819,1.3322209486857302,A
820,-0.7178093807863618,C
821,0.3462806882099125,B
822,-0.10896393511565804,A
823,1.829191692585107,C
824,0.8776793183170851,C
825,-0.8637572469171098,A
826,-0.13503721234171293,A
827,0.34541811974674624,C
828,0.9799787643504421,B
829,-0.49913582705336723,A
830,-1.0513501983071982,A
831,0.5126022407173263,A
832,-0.0696112806724708,C
833,-0.7616697702050765,B
834,-1.272184354486083,A
835,-0.9735879079288973,C
836,-0.3433110483952097,A
837,0.9832338470105573,B
838,-1.8996985238204875,B
839,0.2044684421689876,A
840,-0.1705309631428099,B
841,0.002999341139998652,B
842,0.26840521653819105,B
843,-0.10876097390481035,C
844,-0.8125494868273602,C
845,0.6268987926205499,A
846,-0.039454312948925443,A
847,0.6071961090074098,B
848,0.13032195484214076,C
849,-0.14780097156889632,C
850,-0.6664289258813172,A
851,-2.408472028290748,C
852,0.4316079904857331,B
853,0.09712091651607448,B
854,-0.5617506662037981,A
855,0.017428262059294854,B
856,-0.7017086447515648,B
857,1.506418221543442,A
858,1.4639276182617351,B
859,-1.2058713799883547,B
860,0.09056887423619878,C
861,0.557356357216002,B
862,-0.3702899466863506,A
863,0.19320496849491461,C
864,0.1661791214693148,C
865,0.7661451810694881,A
866,0.22573395298882903,B
867,0.5108339283426071,A
868,1.3272510124995553,B
869,1.5380520921423464,A
870,-0.9110051343098944,C
871,-0.4123604745935998,A
872,-1.7481503335037205,C
873,0.9274652130612479,A
874,0.0076081378301590475,C
875,-0.8104355177152888,B
876,0.15969367474717616,B
877,0.9708674388298715,C
878,-0.949221886645831,A
879,-0.9467594384498592,C
880,-0.693076268798833,B
881,0.35358650315030127,A
882,0.8649187239839211,A
883,0.48547336857119455,C
884,-1.473963860468088,B
885,2.400339830841964,B
886,-1.7847480660110262,A
887,-0.9705358805581547,C
888,0.13153879158173395,B
889,-0.31678388886086595,B
890,1.498772665003537,A
891,-0.026808399760246585,C
892,-0.42648992238158806,C
893,0.719435025516751,B
894,0.4864953186282683,B
895,0.9556264978958487,C
896,-1.8915010113510862,B
897,-0.9825611556694258,A
898,0.1995216768793101,B
899,-0.44045682899202826,C
900,-0.06540620281095821,C
901,-0.05986051438178411,C
902,-1.5129652679112375,A
903,-0.3656310788860746,A
904,-0.06583603936947988,B
905,0.6831601472336795,B
906,0.29027466464767243,B
907,-0.4178368048371721,A
908,-0.5681162457433907,C
909,-1.4650799292307053,A
910,0.7822416312063616,C
911,-0.5237480013153124,A
912,1.3497636110534517,B
913,0.12010770548975623,C
914,0.4727972143948581,B
915,0.18636168718046572,C
916,1.4374518502693938,A
917,-1.1296142546073384,C
918,1.5410826155507165,C
919,-0.7440741920172406,B
920,0.16803740033876322,B
921,0.4321556338475343,C
922,0.0033473977670094445,A
923,-0.412611953076226,C
924,1.137282232920389,A
925,1.2848910627679617,B
926,-1.3049897642800543,C
927,0.27776987464381797,B
928,-2.261772785826547,A
929,0.6563227230225611,A
930,0.75692021454848,A
931,0.46520381765619134,A
932,-1.7792735678366007,B
933,-0.29150263417349337,C
934,-1.5143078706055708,B
935,0.42844860525908013,B
936,-0.37190774224979783,B
937,0.37099563980571043,B
938,0.4932648615059778,B
939,-1.5715757305446036,A
940,1.5639913421764358,C
941,-3.6169407764821564,B
942,1.0386566725350808,C
943,-1.7848803894322243,C
944,-1.3600099092470246,B
945,-0.3591852010118947,B
946,0.9205068141239608,B
947,0.4174655257842408,C
948,-0.19957820775143775,B
949,0.7929649800438682,B
950,-0.05466680857500118,A
951,0.7021275211619835,C
952,-0.843481673947773,C
953,-0.10472641374216349,C
954,0.4951375675655208,A
955,0.3762375709335443,A
956,0.861484757387536,B
957,-1.231333695503712,A
958,-0.8585882572225582,B
959,0.31496035904293973,B
960,0.35238818802650335,A
961,-1.047819999513921,A
962,0.7991107594735375,A
963,1.552655184472203,C
964,-0.5627121723506573,A
965,-0.3080338668031191,C
966,1.2193636308249607,A
967,3.293236916430486,C
968,-1.2591724102885316,A
969,-1.4443573108653323,A
970,-0.4106982941186621,B
971,-1.8147258422527266,C
972,-0.26700331812352707,A
973,0.3972461281554355,C
974,0.6437362671304142,C
975,-0.44006953642924707,B
976,0.000892240664952119,C
977,-1.237926268206119,B
978,0.7174855753322013,B
979,-1.2584412710357058,A
980,-0.08029102517422369,B
981,0.34101708329701164,C
982,1.1685063847495918,C
983,-0.03142210693331338,B
984,0.05236900773582181,B
985,-1.8136839546005075,C
986,1.2467684850862322,B
987,1.1635308362159922,C
988,0.20722573736286806,B
989,1.3453272225404893,A
990,0.3851374596981594,C
991,-0.29864149885546243,A
992,-0.10295612479886326,C
993,0.151154751679195,C
994,0.8331685610398549,B
995,0.40937285066377366,B
996,-0.7813437648974955,C
997,0.8160204131994415,C
998,-0.5201045085161039,A
999,0.20493143808046926,A
1000,-1.1831823652781308,C
1001,1.2654662056309511,C
1002,-0.9153221950749044,B
1003,-1.340609045778589,B
1004,0.23651877220883882,B
1005,0.4305249845493444,B
1006,0.4268258231319812,C
1007,-0.3780372263413597,A
1008,0.6509882489201314,A
1009,-1.5756847107618592,B
1010,1.6963036483969611,A
1011,-1.2736423542273874,C
1012,-0.9728872902368398,B
1013,0.13328876469914813,A
1014,-0.9582720476677337,B
1015,1.515150949223734,C
1016,0.2401286314904349,B
1017,-0.1645693859641182,B
1018,0.1963762287730703,C
1019,-0.3997980489627154,A
1020,-1.9727630525524686,C
1021,0.1022803155153907,A
1022,1.0045297921675935,C
1023,0.8370193519252451,A
1024,0.23130913034582018,A
1025,-0.3296919521706047,C
1026,-0.6609314071021308,C
1027,0.9383158279250726,A
1028,-0.7231891950684475,A
1029,0.8054192529089513,A
1030,0.7605762924918142,A
1031,1.6796794562182646,B
1032,0.5285845577427826,C
1033,-1.4537634069229384,C
1034,-0.8045946643607204,B
1035,-0.915484581381971,A
1036,0.9873421258852608,B
1037,0.03913087049854637,C
1038,-0.36735578855319145,C
1039,-0.7627828343484998,C
1040,0.6359482892037661,A
1041,0.1068158119051447,A
