id,value1,value2,category
361,0.9253068095247321,34,C
362,0.558196042829818,21,B
363,0.6183679138569506,74,A
364,-0.5324744205102999,60,B
365,0.5726198175455403,52,C
366,0.9843159840463114,37,C
367,0.1574533287352332,27,A
368,0.3346410613674764,46,B
369,1.2420099509015416,50,B
370,-1.9370150800459742,99,A
371,-0.33459011137883765,86,B
372,0.09022141394548033,16,B
373,1.4936806258887012,39,C
374,-1.2478776645162035,81,C
375,-0.3355585107894436,48,C
376,-1.5539579442837408,82,C
377,0.9004387089242458,96,B
378,0.6740759582536118,54,B
379,-0.6521097810154736,67,A
380,0.7274699497681953,35,A
381,0.24277835355307287,99,B
382,-0.3074230883069562,40,A
383,-0.11974722476766003,73,A
384,0.46808842065462847,4,C
385,-0.5926137676683951,66,C
386,0.7733390040008573,8,B
387,-0.01450593286439079,6,A
388,1.6386037358681318,46,C
389,1.2241595137182921,10,A
390,1.369458587539326,57,B
391,1.6167488292948196,41,C
392,-1.7985621895528652,84,B
393,-0.21020392655652706,45,B
394,-1.664282596171547,32,B
395,-0.20625487291697261,60,B
396,-0.10332147057362533,43,B
397,-0.48762035538177945,58,B
398,-0.37363165336027965,5,B
399,0.6008146234384745,60,A
400,0.02402346503190423,9,B
401,0.5728117423546998,13,A
402,-1.5801787208659444,16,A
403,1.586704579206881,3,B
404,-0.8791368532637113,64,C
405,-0.2516992916351755,21,B
406,0.13437113027270395,52,A
407,-1.1375521030839255,33,A
408,0.8188636163516658,50,B
409,0.8349269891392517,32,B
410,-0.17867350591476946,89,B
411,-2.0215920757847146,37,B
412,1.0594781753722111,88,C
413,0.8414408931345856,97,A
414,-0.3668692268726146,11,A
415,-0.5119899900005712,55,A
416,0.3528200367008946,75,B
417,1.2280476580811888,35,C
418,-0.36252154929603797,17,C
419,-0.8090519150912128,60,C
420,0.31484303216148163,73,C
421,0.27225786947244784,30,B
422,0.9522335566066913,39,A
423,-1.0245682837465735,41,A
424,-0.7813434213624294,68,B
425,-0.5191958852545072,83,A
426,0.9954913378089372,49,B
427,0.267732668118639,1,C
428,-0.5393485466436706,67,B
429,0.7312570621188452,81,C
430,-0.11150611967941325,95,A
431,0.3387171520487444,19,B
432,1.0987767864230296,48,A
433,-0.7868424943312379,71,B
434,-1.423339430512154,38,B
435,-0.9882278475890227,44,A
436,-0.9925050952014259,45,B
437,-0.05275627615424852,96,A
438,0.30968752364154906,50,B
439,1.7904035146250499,64,C
440,0.9911744926888392,79,C
441,0.5336926468619699,43,C
442,0.2543055579142179,83,B
443,0.12243530242668386,57,C
444,1.602500195375897,24,B
445,0.40091761410789445,83,B
446,-0.9984170975341552,75,A
447,-1.4248087052210123,99,B
448,0.511880886082972,32,C
449,0.20450009696144156,47,B
450,-0.05089953893580625,38,B
451,0.2263013149698613,31,A
452,1.816248590269591,72,C
453,-0.12826502413545002,60,A
454,-2.6172361167622933,67,A
455,0.26768666157349325,89,C
456,0.7920243710856125,2,A
457,-0.7706858731901446,35,A
458,-0.22070179027367975,5,B
459,-0.1761131515449295,36,C
460,-0.5968041861836206,96,C
461,1.4343755031802385,17,C
462,0.4836691970257919,69,B
463,0.12238989036237675,69,A
464,-1.0837966863377608,95,B
465,-0.3204572928255034,3,C
466,-0.39422061919329043,35,B
467,-1.690823366544204,44,B
468,0.9101756803061184,53,A
469,-0.5496310556298801,95,A
470,-0.07497455720029345,45,C
471,-1.4188132966817149,29,A
472,0.1584099598210061,56,C
473,1.289782798669781,70,A
474,-1.0419035686312208,4,A
475,2.5524868974250032,8,C
476,-0.5651683830402757,15,A
477,0.7732415660672647,82,C
478,1.6416687848285316,16,A
479,0.014838533815455373,23,A
480,-1.196664076408138,20,C
481,0.21020616038763223,95,C
482,0.40524308981499774,38,C
483,1.150843019691951,70,C
484,0.1595446571605955,33,A
485,0.07385738010848002,94,C
486,-0.03875053544818011,33,B
487,1.0271818412316882,81,A
488,0.3854661499065824,17,B
489,0.8674096521645457,19,C
490,0.35159458667655596,83,A
491,1.0233571449652832,77,A
492,0.4838437225111478,11,C
493,-0.7986257589954461,22,B
494,-0.9856066955463458,92,C
495,-1.6623675924331125,67,B
496,-0.39550968418881316,7,B
497,-0.24426904741213246,78,B
498,-1.7387785761306804,40,C
499,-0.3508405182940002,75,B
500,0.6482490853942124,2,C
501,-0.15087557099469956,72,A
502,1.1412723353150727,24,C
503,-0.3360712382131971,86,A
504,-0.42305412091809647,91,B
505,-0.8407107435584478,71,C
506,1.459068891446277,99,A
507,0.468687645011947,27,C
508,0.9216776827449887,92,A
509,0.3326099372174552,18,B
510,-1.6493941788138022,54,A
511,-0.6488846697889533,34,B
512,-0.06794235888544083,84,B
513,0.6593893405039869,11,C
514,0.4222589685386655,8,B
515,-0.6709313664307403,88,A
516,-0.03570258270677484,37,B
517,0.6231821050874562,25,C
518,0.8290883799412039,45,C
519,1.4099929444025987,67,B
520,1.913487966714767,18,A
521,-0.2211953330494969,32,C
522,0.15431852136691526,12,A
523,0.0442527605310023,53,B
524,-0.14917513056332654,15,B
525,-0.8036300999338887,40,C
526,-1.1242539184583922,76,B
527,-0.3059502756696445,3,A
528,-0.8579616404467355,14,B
529,0.033184870967961994,63,B
530,2.197216632457519,22,A
531,-0.6433472303596837,43,B
532,0.3905633419186533,57,A
533,0.18210450607137144,51,A
534,-3.5016505679985794,95,B
535,-0.2946550804477264,95,B
536,0.14255953863359766,56,A
537,2.2477618831480783,33,B
538,0.27618091501925535,36,C
539,-1.0044193825338927,77,B
540,-1.921916559615583,29,A
541,0.3523177884279587,73,A
542,0.10872588900572482,90,B
543,-0.4607820057692509,81,A
544,-0.5421257783116716,79,A
545,-0.19641584935254933,55,A
546,-0.5426860977212004,98,A
547,-0.06552199487057632,54,A
548,-0.31627833867549554,44,C
549,-0.7631181665518831,25,C
550,1.0272744654757735,7,B
551,-1.5850478108568986,83,C
552,-1.2464233132974962,70,B
553,-0.009040689574336708,59,C
554,0.0021561648503903054,11,A
555,-0.7357761619634156,66,C
556,0.04417485789216364,81,A
557,-0.5553371753240903,42,B
558,-1.2571489331826946,62,B
559,-0.7922672460792886,65,A
560,0.35733204013890435,14,B
561,1.0988826464307464,35,C
562,2.8869261687774417,50,A
563,0.0880331031600185,11,A
564,-0.23129352328617248,55,B
565,-1.2995132969940024,3,A
566,-0.4305864662100894,23,B
567,-0.5233849329290969,53,C
568,-0.5566373787761273,61,A
569,-0.35449526479365856,2,B
570,-0.597598724832258,15,B
571,-1.3581678703714508,53,B
572,-0.6820262968702565,82,C
573,0.15605611536254874,79,A
574,-1.614399303975307,40,C
575,-0.8019739932788261,31,C
576,1.4504280284316293,40,A
577,0.5306001347308158,9,C
578,1.326037106302388,33,A
579,0.5412464431876084,22,C
580,-1.434159844020279,79,C
581,-1.2491098563673466,21,C
582,-0.6969241192899792,49,B
583,0.2476999105134002,9,C
584,-0.48606541558798866,22,A
585,1.584653916826992,8,B
586,0.44440339285229036,84,C
587,0.7154980986173246,38,A
588,-0.01668625643359623,13,A
589,-1.1228875806170988,71,C
590,0.8510183810932298,49,B
591,-0.9096760234176459,58,A
592,0.32897738270206367,3,C
593,-1.007481216640884,45,A
594,0.5960232588389665,2,C
595,-0.6558736443279368,35,C
596,-1.5714195372311484,47,B
597,-0.48677792323348634,58,B
598,1.0305767902428467,13,B
599,0.9142335668764169,71,B
600,-0.49816409292085373,22,B
601,0.23190788432650897,48,A
602,-2.027805979187812,76,C
603,-1.7473802031114525,57,A
604,-2.9687771732357273,90,B
605,0.6124307335123196,32,C
606,-0.4284043772213089,18,B
607,0.17182029972336274,28,B
608,1.354631001573621,63,C
609,0.6723908251443094,37,A
610,0.47407979432879105,33,A
611,0.3769234015428606,16,A
612,2.49697016269114,79,A
613,0.23254422766049732,48,B
614,-0.24833400491229582,76,A
615,-0.47144830200876164,88,B
616,0.03877996950947303,54,B
617,0.32094952514196395,35,B
618,-0.5182436171881529,86,A
619,-0.08385871888112552,3,A
620,1.1662848938763333,8,A
621,0.5403029608526385,82,B
622,0.19707218590460518,27,A
623,0.7545549424090724,7,B
624,-1.1501206539009554,7,B
625,-1.7556680048832427,59,C
626,-0.8986990059527052,70,A
627,-1.359471913292037,80,C
628,1.5489930372785399,8,C
629,-0.011600923657208613,64,A
630,0.36578778576949694,28,A
631,-1.6833014824242896,25,B
632,-1.1231958448806294,24,A
633,1.1830266578064967,2,A
634,1.5383027108688658,42,C
635,-2.4820366970632612,12,A
636,-0.7365772534191115,37,B
637,-0.08942151968400082,11,C
638,-1.6962821758830107,33,C
639,-1.4844483373621624,66,A
640,0.8862559335365117,73,C
641,-0.06644254713690793,85,B
642,-0.7050278589506975,82,A
643,-0.8355018473419634,58,B
644,0.3637773392138224,76,C
645,-0.36748299992207556,7,B
646,-1.525916193428639,67,B
647,0.332147583737303,19,B
648,1.68834111001275,14,B
649,-0.7802847221160437,99,A
650,-0.7398535412483236,8,C
651,-0.07746468543520721,2,A
652,3.3939975034123746,46,A
653,-0.7767096832819435,13,A
654,-0.7000155380220898,29,C
655,-0.26442409616920703,91,B
656,-1.71181647209228,14,C
657,-0.7585894079907058,12,A
658,0.18795464547157917,82,A
659,-0.7311024049584094,73,B
660,1.5647534278109745,42,C
661,-0.2030262878801095,23,B
662,0.7014448959290683,54,B
663,1.5744837491899524,24,C
664,1.2108798666443314,97,B
665,-1.0470876034452294,88,B
666,1.5493003820673703,4,B
667,1.5670849325023002,90,A
668,1.364265823040957,70,C
669,-2.5953118876515817,8,A
670,-1.3587119946040154,59,A
671,-0.5868159127614954,39,B
672,-0.22701079952522124,5,B
673,0.26296149875711633,85,A
674,-0.3609117314088309,21,B
675,0.9882591023674216,90,A
676,-0.7869420654609257,91,A
677,-0.5444424167523761,10,C
678,0.2733133573019814,15,B
679,-0.5678262391756373,65,B
680,-0.061132110617811215,29,C
681,-1.7804820940356847,51,A
682,-0.5643854112198898,66,B
683,-0.8901377903500111,20,A
684,0.22372250783657724,97,A
685,-1.6660516490814676,6,A
686,1.2005111707070029,20,A
687,0.23729620153554745,15,A
688,1.493340085853585,3,C
689,0.9236654424378477,30,C
690,1.031711498200621,51,A
691,-1.1277557423881661,13,A
692,-1.0576897192114987,63,B
693,1.450799414110428,43,A
694,-0.6396289876165465,62,A
695,-1.8908764883336964,33,B
696,1.3212822255373489,20,B
697,1.0967078815797846,93,C
698,-1.4145447531237014,27,B
699,-0.903988868337928,65,B
700,0.049275615398404686,70,C
701,-0.3171497696944483,55,A
702,-0.7849328004274017,34,B
703,0.010318057588299748,17,A
704,0.9799386375416493,38,C
705,0.1474244515392094,41,C
706,0.4804960954500809,6,B
707,-1.0291555366679572,1,B
708,0.27549688612508566,70,B
709,0.06940349009139556,5,B
710,-0.38233260020804866,12,A
711,1.961412997851558,79,B
712,0.39368133174534525,5,A
713,1.2956053571166954,76,B
714,1.056698192402994,71,B
715,-1.189270057754503,61,A
716,-1.4341743274982548,37,B
717,0.921520084303129,83,C
718,-0.323280984882834,81,C
719,-0.7342442888396571,77,C
720,0.2205644935442497,25,C
721,-0.504809575402374,28,C
722,2.5352395504201577,98,C
723,-0.38785857445515826,66,C
724,-0.01707361084996151,7,B
725,0.30634849062104036,20,B
726,1.4753231789859302,43,A
727,0.29679927199883877,32,B
728,-2.714243206208745,71,A
729,0.6901024079294804,52,C
730,-0.4555574490102914,69,B
731,-0.38244908264243527,18,A
732,0.02237070022897974,70,B
733,-0.47771691613926687,75,A
734,-0.26666485781227894,40,B
735,-0.993399879002671,97,A
736,-0.32739274709923166,40,C
737,1.0953732262661515,97,B
738,-0.5111132086208482,79,C
739,0.8075680373627245,18,B
740,1.253861798931113,73,A
741,-0.5496525147720874,5,A
742,-1.4800307662795813,35,C
743,0.9724526406134392,40,B
744,0.09059569590835387,60,A
745,0.219773210851576,84,B
746,-0.007020320833406513,18,B
747,-0.812958221076324,48,B
748,0.8051975721322255,80,B
749,-1.6104599233285473,5,A
750,3.062072723254091,92,B
751,-1.0205304684904584,1,A
752,-1.4883333633904658,52,B
753,-0.5571576883675143,98,C
754,0.9529080898710457,73,C
755,-1.2422795081352394,50,A
756,-1.1535831020594196,97,C
757,0.9601482381886963,47,C
758,-0.14971343743388277,9,C
759,-1.7294472918806754,48,C
760,2.210933926695438,30,A
761,1.7485803809606155,72,C
762,0.49672824245082003,91,A
763,0.8454030682186513,62,C
764,-1.0751554802558945,74,C
765,-0.5286153976596746,75,B
766,-0.9451594950706113,87,A
767,-1.2932395317771108,43,C
768,-0.028790813882838186,55,C
769,-0.9133262938428728,10,C
770,0.06956689659151385,19,B
771,-0.3030689585955669,25,B
772,0.17037849796267096,35,C
773,-0.30586047059547095,34,B
774,1.6763518401029698,58,C
775,-1.7121316841624648,20,C
776,0.1859158372373851,80,A
777,0.4354557847091249,24,A
778,0.6804413891394946,67,B
779,0.23943903587906867,99,C
780,1.8984622854466542,36,B
781,-0.8889649708657271,42,C
782,-1.1728385687224951,97,C
783,-0.4290761502718836,93,A
784,2.360871757196421,71,B
785,-0.8534220189097911,83,B
786,-0.20190735056720993,54,A
787,-1.428196504905914,53,A
788,-0.5674486220595815,64,B
789,-1.28805797950822,22,A
790,-0.6096847665324941,42,C
791,1.753515964350808,73,C
792,0.720227240516547,44,A
793,0.8351960827990706,81,C
794,-0.2536301520397568,38,A
795,-1.9054865317751735,9,C
796,0.7427664893625019,50,A
797,-2.004616183705537,94,B
798,1.4908136738611621,65,A
799,1.0211569890798229,89,B
800,-0.7208629423364871,65,A
801,0.07417345554275326,53,B
802,1.4203017450642046,35,C
803,2.3686377106131093,43,B
804,0.3966993089286325,8,B
805,0.09795703955782957,3,A
806,-0.8151230811616836,60,C
807,0.502884036135447,7,C
808,0.9329872853149836,76,B
809,0.760190775579983,63,A
810,-1.0222641519346707,31,B
811,-0.8803626159264376,39,C
812,1.0743470222105653,24,B
813,-0.886256345367939,41,C
814,0.3883165515509353,38,A
815,-0.9268559310054992,68,B
816,-1.6215141328588374,88,B
817,-0.3518006718714216,9,A
818,0.6890394834136772,4,C
819,-0.7889756351925665,40,A
820,1.0527103764548222,10,B
821,0.1697328462454154,26,A
822,0.8570067489028634,65,B
823,0.37889693457537943,82,C
824,0.22317615154572426,42,B
825,-1.9957254059773681,74,A
826,1.0127899796393431,90,B
827,0.037345624664296674,2,A
828,-1.6110269028407476,95,C
829,0.856807404845115,21,B
830,-1.3508332305756017,89,A
831,1.0609416672521976,4,C
832,-0.8612639057386351,45,B
833,0.8011083711666573,83,C
834,-1.8808249623491162,97,C
835,-1.8167571960395623,90,C
836,0.49762223061809835,40,A
837,-0.07322790679489498,31,C
838,-0.035300362956897154,72,A
839,-1.1047081655173543,38,B
840,-0.24010209669445318,94,C
841,1.634688643482017,36,C
842,0.46544248686222967,20,A
843,-2.258932553878653,15,C
844,-1.1819372701889521,62,A
845,1.5255326772536548,11,A
846,0.2729268608812264,39,A
847,-0.5194271154013215,25,B
848,0.5421678272497131,44,B
849,0.38329870917212877,25,C
850,1.1216973214473889,34,A
851,-0.8063866483539874,93,B
852,-0.6349267980479343,92,B
853,-1.5691741476159988,29,A
854,-0.478390327675716,56,B
855,0.733712185261438,38,B
856,0.9473032197630948,48,A
857,0.6950083626011129,43,C
858,0.688396658456474,43,A
859,-1.650347311470067,31,C
860,-0.6512487363925868,51,B
861,0.17631311176026598,2,A
862,-0.8637243028770615,54,B
863,-0.5056042038437748,11,B
864,-1.5612439905000581,52,A
865,1.592154324165275,2,A
866,0.7113579706550798,36,B
867,0.2732053928547591,15,B
868,0.6225499197257531,39,B
869,0.5840426994850173,2,C
870,-0.002922111875185077,16,A
871,0.07750465137476283,48,C
872,0.13724309613141886,88,C
873,-1.6577388112685731,19,C
874,-0.06133937111850671,71,B
875,1.3332265426818553,95,B
876,1.0507783159045805,38,B
877,0.9852251506829561,61,B
878,-0.20019656596749583,51,B
879,-2.0212287854231024,9,C
880,-0.545897183979957,87,C
881,-1.1896441845524035,96,A
882,-1.105638407399442,98,B
883,0.4498814237804136,10,A
884,-0.2701761512212864,46,B
885,-1.7497538667215276,29,A
886,-0.3368669263904759,26,A
887,-0.5951691834337662,55,C
888,-0.8406700477583323,16,A
889,0.9039682657421038,86,C
890,0.09968855012139029,95,A
891,-0.7691969935450403,39,B
892,0.5286076428145591,66,A
893,0.1940252866727284,34,A
894,0.7711198064804028,21,B
895,0.12775982875505765,16,C
896,0.8001834649421721,20,B
897,1.125863008093898,63,A
898,-2.13259756088958,28,A
899,0.8374695345196259,53,B
900,0.18443674430689727,35,C
901,0.7506399100774915,44,A
902,-2.8839931254371303,94,B
903,-0.6315705280566105,72,A
904,1.187578595745778,58,B
905,1.9555874504508224,98,B
906,1.396965153104042,83,A
907,0.12888273942798525,76,B
908,-1.258804445277909,31,B
